Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%;Cluster;Overall
11;Tammy Abraham;ENG;FW;Roma;Serie A;25;1997;22;18;1582;17.60;6;2.67;1.25;46.80;0.13;0.27;11.60;0.00;0.00;0.00;13.70;20.10;68.60;194.80;49.30;8.13;10.40;78.10;4.03;6.42;62.80;0.91;1.31;69.60;0.17;1.42;0.63;0.63;0.06;2.10;20.10;18.40;1.48;0.06;0.11;0.06;0.28;0.06;0.00;0.00;0.00;0.00;13.70;0.17;0.28;3.07;1.99;0.00;0.23;0.57;0.28;0.00;0.51;0.23;0.00;0.06;0.17;0.06;0.00;0.74;0.40;0.17;0.34;0.23;0.23;0.68;33.30;0.45;0.51;0.23;0.28;0.17;0.91;0.45;0.00;31.60;0.74;2.10;16.50;13.50;4.83;31.60;3.01;0.80;26.40;1.70;56.60;16.80;89.80;35.90;1.42;0.97;0.63;2.33;1.31;24.50;5.00;0.06;0.00;0.00;1.31;2.05;0.51;0.28;0.40;0.06;0.00;0.00;1.87;2.56;2.39;51.70;6;38.84
12;Francesco Acerbi;ITA;DF;Inter;Serie A;35;1988;14;12;1110;12.30;0;0.49;0.00;0.00;0.00;0.00;17.80;0.00;0.00;0.00;51.70;58.90;87.70;975.90;312.00;18.90;20.50;92.10;25.80;28.60;90.10;6.02;8.13;74.00;0.08;0.49;3.09;0.24;0.00;3.58;58.90;55.70;3.17;2.11;0.00;0.73;0.24;0.57;0.00;0.00;0.00;0.00;51.70;0.08;0.16;0.98;0.81;0.08;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.30;0.57;1.14;0.16;0.00;0.81;0.98;83.30;0.16;0.57;0.33;0.24;0.98;2.28;3.33;0.00;67.20;8.21;30.40;34.40;2.85;0.49;67.20;0.16;0.00;0.00;0.08;50.00;36.70;184.30;96.60;1.06;0.89;0.08;0.57;0.24;44.20;0.24;0.24;0.00;0.00;0.73;0.73;0.08;0.24;0.57;0.00;0.00;0.00;4.96;2.76;1.63;63.00;3;25.16
13;Mohamed Achi;FRA;FW;Nantes;Ligue 1;21;2002;2;0;36;0.40;0;2.50;0.00;0.00;0.00;0.00;26.10;0.00;0.00;0.00;45.00;52.50;85.70;685.00;190.00;17.50;17.50;100.00;25.00;30.00;83.30;0.00;2.50;0.00;0.00;2.50;2.50;0.00;0.00;7.50;52.50;50.00;2.50;0.00;0.00;0.00;2.50;0.00;2.50;0.00;2.50;0.00;45.00;0.00;0.00;2.50;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;2.50;2.50;0.00;0.00;2.50;2.50;100.00;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;62.50;0.00;10.00;27.50;25.00;0.00;62.50;2.50;0.00;0.00;2.50;100.00;52.50;335.00;187.50;5.00;5.00;0.00;0.00;2.50;47.50;2.50;0.00;0.00;0.00;5.00;0.00;0.00;2.50;2.50;0.00;0.00;0.00;5.00;0.00;0.00;0.00;4;19.30
14;Marcos AcuÃ±a;ARG;DF;Sevilla;La Liga;31;1991;16;12;985;10.90;2;1.47;0.37;25.00;0.13;0.50;26.50;0.09;0.00;0.00;46.50;62.90;73.90;874.20;327.30;22.10;24.80;89.30;17.20;22.40;77.00;6.42;13.30;48.30;0.09;1.93;2.39;2.20;1.10;4.77;62.90;50.30;12.60;2.57;0.28;0.92;7.61;8.07;1.93;0.46;1.10;0.00;46.50;0.09;0.73;3.03;2.11;0.64;0.00;0.28;0.00;0.00;0.18;0.18;0.00;0.00;0.00;0.00;0.00;3.30;1.74;1.93;1.01;0.37;1.83;2.57;71.40;0.73;1.01;0.46;0.55;1.47;4.77;1.28;0.00;74.40;3.49;20.10;32.10;22.90;1.65;74.40;2.11;0.64;30.40;1.10;52.20;40.40;189.20;98.40;2.02;1.56;0.28;1.56;1.38;43.90;4.68;0.46;0.09;0.00;1.65;1.65;0.09;7.61;1.74;0.00;0.09;0.00;7.52;1.19;0.92;56.50;4;34.73
15;Che Adams;SCO;FW;Southampton;Premier League;26;1996;21;18;1577;17.50;4;2.06;0.74;36.10;0.11;0.31;14.50;0.00;0.00;0.00;14.60;22.20;65.80;206.90;48.10;9.26;12.50;74.30;3.14;4.97;63.20;1.26;1.77;71.00;0.11;1.20;0.97;0.57;0.11;1.31;22.20;21.80;0.34;0.00;0.11;0.40;0.51;0.23;0.00;0.00;0.00;0.00;14.60;0.06;0.80;2.63;2.06;0.06;0.06;0.23;0.23;0.00;0.29;0.17;0.00;0.00;0.00;0.11;0.00;0.86;0.69;0.34;0.40;0.11;0.40;0.51;77.80;0.11;0.51;0.17;0.34;0.23;1.09;1.03;0.00;32.60;1.26;2.97;13.00;17.20;4.74;32.60;1.43;0.63;44.00;0.63;44.00;18.00;73.80;21.90;0.69;0.51;0.46;3.43;0.91;25.00;4.57;0.00;0.00;0.00;1.77;1.03;0.40;0.51;0.69;0.00;0.00;0.00;2.29;2.97;5.03;37.10;0;28.45
16;Tyler Adams;USA;MF;Leeds United;Premier League;23;1999;19;19;1706;19.00;0;0.11;0.00;0.00;0.00;0.00;29.40;0.00;0.00;0.00;47.10;57.40;82.00;715.10;220.90;25.70;29.20;87.90;16.80;19.90;84.70;2.84;4.74;60.00;0.00;1.21;4.37;0.63;0.00;5.84;57.40;54.30;3.16;2.47;0.05;0.05;0.11;0.68;0.00;0.00;0.00;0.00;47.10;0.00;1.00;1.84;1.79;0.00;0.00;0.00;0.05;0.00;0.05;0.05;0.00;0.00;0.00;0.00;0.00;4.11;2.00;2.05;1.68;0.37;2.21;3.16;70.00;0.95;1.84;0.32;1.53;1.42;5.53;1.16;0.00;69.40;1.53;15.40;43.20;11.30;0.16;69.40;0.89;0.16;17.60;0.58;64.70;35.20;137.10;62.50;0.68;1.00;0.00;1.16;0.68;39.60;0.95;0.26;0.05;0.05;1.74;1.05;0.05;0.11;2.00;0.00;0.00;0.00;8.68;0.89;0.63;58.60;8;32.77
17;Sargis Adamyan;ARM;FWMF;KÃ¶ln;Bundesliga;29;1993;16;3;471;5.20;1;3.46;1.73;50.00;0.06;0.11;13.70;0.00;0.00;0.00;18.10;25.00;72.30;301.20;73.50;9.04;10.60;85.50;7.31;10.00;73.10;1.54;2.31;66.70;0.19;1.35;0.96;1.92;0.38;3.65;25.00;22.10;2.69;0.00;0.19;0.19;1.92;1.15;0.00;0.00;0.00;0.00;18.10;0.19;0.38;3.27;2.50;0.00;0.00;0.77;0.00;0.00;0.38;0.19;0.00;0.00;0.19;0.00;0.00;1.92;1.15;0.77;0.38;0.77;0.77;1.92;40.00;1.15;1.35;0.00;1.35;0.38;2.31;0.58;0.00;42.70;0.77;4.23;17.70;21.90;7.69;42.70;4.04;0.77;19.00;2.69;66.70;24.00;135.20;52.30;1.54;0.96;0.77;3.65;2.69;27.70;8.65;0.38;0.00;0.00;2.31;0.77;0.58;1.92;1.15;0.00;0.00;0.00;5.38;1.54;3.85;28.60;5;33.95
18;Tosin Adarabioyo;ENG;DF;Fulham;Premier League;25;1997;14;12;1095;12.20;1;0.33;0.16;50.00;0.25;0.50;16.40;0.00;0.00;0.00;38.90;48.50;80.10;808.60;296.60;9.59;11.00;87.30;25.20;28.40;88.50;3.77;7.79;48.40;0.00;0.08;2.38;0.16;0.00;2.95;48.50;46.10;2.13;1.72;0.00;0.49;0.08;0.33;0.00;0.00;0.00;0.00;38.90;0.33;0.57;0.41;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.07;0.41;0.82;0.16;0.08;0.49;0.74;66.70;0.25;0.82;0.66;0.16;1.07;2.13;5.33;0.08;58.10;9.51;31.60;25.50;1.48;0.25;58.10;0.25;0.16;66.70;0.08;33.30;28.90;156.60;95.90;0.49;0.66;0.00;0.16;0.25;35.00;0.08;0.16;0.00;0.00;0.66;0.25;0.00;0.08;0.41;0.00;0.00;0.00;4.67;2.13;0.41;83.90;7;21.30
19;Martin Adeline;FRA;MFFW;Reims;Ligue 1;19;2003;5;0;107;1.20;0;0.83;0.00;0.00;0.00;0.00;25.50;0.00;0.00;0.00;24.20;34.20;70.70;325.00;77.50;10.00;15.00;66.70;9.17;11.70;78.60;0.83;2.50;33.30;0.00;0.00;1.67;0.00;0.00;2.50;34.20;31.70;2.50;0.83;0.00;0.00;0.00;0.83;0.83;0.00;0.00;0.00;24.20;0.00;0.83;1.67;1.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;2.50;1.67;0.83;0.00;2.50;3.33;75.00;0.83;2.50;0.83;1.67;2.50;5.00;2.50;0.00;49.20;3.33;18.30;18.30;13.30;0.83;49.20;2.50;0.83;33.30;1.67;66.70;25.80;144.20;69.20;0.83;0.00;0.00;3.33;1.67;22.50;0.83;1.67;0.00;0.00;4.17;0.00;0.00;0.00;2.50;0.00;0.00;0.00;9.17;5.00;4.17;54.50;4;21.86
20;Karim Adeyemi;GER;FWMF;Dortmund;Bundesliga;21;2002;15;11;765;8.50;2;2.24;0.94;42.10;0.11;0.25;17.90;0.00;0.00;0.00;24.20;32.90;73.60;303.10;86.60;14.90;18.00;83.00;6.35;8.12;78.30;0.71;1.76;40.00;0.12;1.41;1.41;1.29;0.00;2.94;32.90;31.40;1.41;0.35;0.00;0.12;1.76;0.47;0.59;0.59;0.00;0.00;24.20;0.12;1.53;3.65;2.71;0.00;0.12;0.35;0.35;0.12;0.59;0.47;0.00;0.00;0.12;0.00;0.00;1.18;0.71;0.35;0.47;0.35;0.71;2.12;33.30;1.41;1.18;0.00;1.18;0.71;1.88;0.12;0.00;48.10;0.71;4.71;18.60;25.80;3.88;48.10;5.41;1.53;28.30;2.71;50.00;31.30;206.20;80.10;2.35;2.12;0.94;3.88;1.76;33.50;8.59;0.59;0.00;0.00;1.29;2.00;0.00;1.76;0.71;0.00;0.00;0.00;4.94;0.82;0.24;77.80;1;41.32
21;Amine Adli;FRA;FW;Leverkusen;Bundesliga;22;2000;13;6;652;7.20;1;1.94;0.69;35.70;0.07;0.20;12.30;0.00;0.00;0.00;26.30;33.10;79.40;358.10;81.10;16.10;19.40;82.90;7.36;8.06;91.40;1.25;2.08;60.00;0.28;1.39;2.22;0.56;0.00;3.47;33.10;31.10;1.53;0.14;0.28;0.28;0.83;0.42;0.56;0.00;0.28;0.00;26.30;0.42;1.11;2.64;1.81;0.28;0.14;0.14;0.14;0.14;0.42;0.28;0.00;0.14;0.00;0.00;0.00;1.53;1.11;0.42;0.56;0.56;0.42;1.11;37.50;0.69;2.08;0.28;1.81;0.42;1.94;0.56;0.00;48.30;0.69;5.56;23.60;19.40;4.44;48.30;2.64;1.11;42.10;1.25;47.40;27.80;151.80;74.40;2.50;1.39;0.69;4.72;1.67;36.10;8.61;0.14;0.00;0.00;3.33;2.78;0.28;0.83;1.11;0.00;0.00;0.00;3.75;1.53;2.22;40.70;0;21.38
22;Yacine Adli;FRA;MFFW;Milan;Serie A;22;2000;4;1;116;1.30;0;1.54;1.54;100.00;0.00;0.00;18.50;0.00;0.00;0.00;29.20;46.20;63.30;512.30;166.20;14.60;18.50;79.20;9.23;13.80;66.70;3.85;8.46;45.50;0.00;0.77;3.08;1.54;0.00;6.15;46.20;44.60;1.54;0.77;0.00;0.77;3.08;0.77;0.00;0.00;0.00;0.00;29.20;0.00;3.08;0.77;0.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.62;2.31;1.54;3.08;0.00;1.54;1.54;100.00;0.00;1.54;0.00;1.54;0.77;5.38;0.77;0.00;60.00;0.77;8.46;29.20;24.60;0.77;60.00;0.77;0.77;100.00;0.00;0.00;33.80;217.70;108.50;3.85;3.08;0.00;1.54;1.54;44.60;5.38;0.77;0.00;0.00;2.31;0.77;0.00;3.08;2.31;0.00;0.00;0.00;3.85;0.00;2.31;0.00;4;29.24
23;Michel Aebischer;SUI;FWMF;Bologna;Serie A;26;1997;18;8;775;8.60;1;1.16;0.23;20.00;0.10;0.50;15.40;0.12;0.00;0.00;32.60;39.80;81.90;497.30;150.00;18.00;20.10;89.60;11.40;13.30;86.00;2.33;3.84;60.60;0.00;0.93;2.21;0.12;0.00;2.56;39.80;37.90;1.51;0.58;0.00;0.23;1.05;0.58;0.23;0.00;0.23;0.00;32.60;0.35;1.05;2.21;1.51;0.23;0.12;0.23;0.12;0.00;0.23;0.00;0.00;0.00;0.12;0.12;0.00;0.47;0.12;0.23;0.00;0.23;0.12;0.58;20.00;0.47;1.28;0.23;1.05;0.35;0.81;0.70;0.00;47.20;1.05;9.53;22.70;15.10;1.86;47.20;0.47;0.12;25.00;0.35;75.00;27.70;109.50;49.90;0.81;0.70;0.23;1.74;1.16;35.80;5.00;0.35;0.00;0.00;1.16;1.63;0.58;1.05;0.12;0.12;0.12;0.00;5.00;0.58;1.05;35.70;9;33.75
24;Felix Afena-Gyan;GHA;FWMF;Cremonese;Serie A;20;2003;12;2;359;4.00;0;2.50;0.25;10.00;0.00;0.00;16.40;0.00;0.00;0.00;17.80;22.50;78.90;234.30;26.50;12.30;13.80;89.10;4.00;5.00;80.00;0.75;1.25;60.00;0.00;0.25;0.75;0.00;0.00;1.50;22.50;21.80;0.75;0.00;0.00;0.25;0.75;0.50;0.00;0.00;0.00;0.00;17.80;0.00;0.50;1.75;1.50;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.50;0.75;0.25;0.00;0.25;0.25;100.00;0.00;0.25;0.00;0.25;0.00;1.00;0.75;0.00;34.30;1.25;4.75;11.00;19.00;4.25;34.30;2.00;0.50;25.00;1.00;50.00;22.30;146.00;62.80;3.50;1.25;0.50;4.00;2.00;24.80;8.00;0.25;0.00;0.00;2.00;1.00;1.00;0.75;0.50;0.00;0.00;0.00;4.25;2.00;4.00;33.30;5;20.36
25;Emmanuel Agbadou;CIV;DF;Reims;Ligue 1;25;1997;19;18;1599;17.80;0;0.79;0.11;14.30;0.00;0.00;15.40;0.00;0.00;0.00;43.40;50.80;85.40;900.90;316.70;13.10;14.70;88.90;23.00;25.10;91.70;6.80;9.83;69.10;0.11;0.34;3.20;0.45;0.00;3.31;50.80;48.50;2.25;2.08;0.22;0.67;0.00;0.11;0.00;0.00;0.00;0.00;43.40;0.11;0.34;1.18;0.96;0.06;0.00;0.17;0.00;0.00;0.17;0.11;0.00;0.00;0.06;0.00;0.00;2.58;1.63;2.02;0.56;0.00;1.57;2.30;68.30;0.73;1.12;0.51;0.62;1.18;3.76;4.33;0.11;62.30;8.48;32.90;27.50;2.53;0.73;62.30;0.39;0.22;57.10;0.17;42.90;43.50;264.20;134.40;0.62;0.67;0.11;0.84;0.51;37.00;0.28;0.11;0.11;0.00;1.01;0.28;0.00;0.00;1.63;0.00;0.00;0.00;8.20;1.85;1.35;57.90;3;35.99
26;Lucien Agoume;FRA;MF;Troyes;Ligue 1;21;2002;5;4;286;3.20;0;0.31;0.00;0.00;0.00;0.00;12.40;0.00;0.00;0.00;47.50;57.20;83.10;832.20;203.10;20.90;24.10;87.00;18.40;21.30;86.80;6.25;8.75;71.40;0.00;0.63;3.13;0.94;0.31;5.94;57.20;55.00;1.88;1.25;0.00;0.94;0.94;0.31;0.31;0.31;0.00;0.00;47.50;0.31;0.94;1.56;1.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.38;2.19;1.88;1.25;1.25;1.56;2.19;71.40;0.63;0.63;0.31;0.31;1.88;6.25;1.25;0.00;69.70;3.13;20.30;36.30;13.40;1.25;69.70;1.56;0.63;40.00;0.31;20.00;52.50;275.60;113.10;1.25;1.88;0.00;0.63;0.94;48.80;0.31;0.63;0.00;0.00;2.19;1.56;0.31;0.94;2.19;0.00;0.00;0.00;5.63;3.13;0.63;83.30;8;31.13
27;Felix Agu;GER;DFFW;Werder Bremen;Bundesliga;23;1999;3;0;49;0.50;0;2.00;0.00;0.00;0.00;0.00;15.90;0.00;0.00;0.00;32.00;50.00;64.00;598.00;288.00;8.00;10.00;80.00;18.00;20.00;90.00;4.00;12.00;33.30;0.00;2.00;2.00;2.00;0.00;4.00;50.00;38.00;12.00;0.00;0.00;0.00;2.00;12.00;0.00;0.00;0.00;0.00;32.00;0.00;4.00;8.00;6.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;0.00;0.00;2.00;0.00;0.00;66.00;2.00;14.00;26.00;28.00;4.00;66.00;6.00;0.00;0.00;4.00;66.70;38.00;330.00;48.00;0.00;4.00;0.00;2.00;4.00;38.00;4.00;0.00;0.00;0.00;6.00;6.00;0.00;2.00;0.00;0.00;2.00;0.00;6.00;2.00;2.00;50.00;7;28.82
28;Ãlvaro Aguado;ESP;MF;Valladolid;La Liga;26;1996;19;12;1130;12.60;0;0.71;0.16;22.20;0.00;0.00;25.40;0.00;0.00;0.00;44.20;53.30;83.00;902.90;248.30;16.70;19.00;88.30;17.70;20.20;87.50;8.57;11.70;73.00;0.16;1.43;5.32;0.48;0.08;6.51;53.30;49.50;3.73;2.22;0.24;1.98;2.22;0.24;1.27;0.08;0.87;0.00;44.20;0.00;0.63;3.17;2.54;0.48;0.00;0.00;0.16;0.00;0.32;0.16;0.16;0.00;0.00;0.00;0.00;0.95;0.48;0.48;0.32;0.16;0.71;1.11;64.30;0.40;0.87;0.24;0.63;0.63;1.59;0.56;0.00;59.80;1.27;12.90;34.10;13.60;0.63;59.80;1.03;0.48;46.20;0.24;23.10;38.80;249.70;102.40;1.35;1.90;0.08;1.03;0.24;42.60;1.75;0.16;0.00;0.00;0.48;1.27;0.00;2.22;0.48;0.00;0.08;0.00;5.71;0.95;1.03;48.00;1;33.93
29;Kevin Agudelo;COL;MFFW;Spezia;Serie A;24;1998;21;16;1443;16.00;0;1.13;0.31;27.80;0.00;0.00;20.50;0.00;0.00;0.00;19.60;27.80;70.60;297.80;103.30;11.10;13.90;79.40;6.38;8.31;76.70;1.19;2.19;54.30;0.00;0.88;2.44;1.00;0.06;4.31;27.80;26.60;0.88;0.13;0.13;0.06;1.31;0.25;0.31;0.19;0.13;0.00;19.60;0.31;1.19;1.88;1.31;0.06;0.19;0.19;0.13;0.00;0.13;0.06;0.00;0.00;0.00;0.06;0.00;2.94;1.38;0.88;1.25;0.81;1.13;2.75;40.90;1.63;1.75;0.25;1.50;0.44;3.38;0.13;0.00;41.80;0.50;6.25;19.60;17.30;2.06;41.80;3.38;1.38;40.70;1.63;48.10;23.90;173.90;94.60;2.88;2.38;0.69;2.63;2.44;25.40;3.88;0.13;0.00;0.00;1.63;1.75;0.13;1.31;1.38;0.00;0.00;0.00;5.69;0.56;1.25;31.00;4;25.52
30;Nayef Aguerd;MAR;DF;West Ham;Premier League;26;1996;6;5;515;5.70;0;0.88;0.00;0.00;0.00;0.00;8.90;0.00;0.00;0.00;30.90;39.50;78.20;633.20;283.30;10.00;10.90;91.90;16.50;19.50;84.70;4.04;8.07;50.00;0.00;0.18;1.93;0.35;0.00;1.58;39.50;37.70;1.40;1.40;0.00;0.88;0.00;0.00;0.00;0.00;0.00;0.00;30.90;0.35;0.35;0.18;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.28;1.58;1.58;0.70;0.00;1.23;1.58;77.80;0.35;1.23;1.05;0.18;1.05;3.33;4.39;0.00;50.50;6.32;26.00;23.30;1.58;1.05;50.50;0.18;0.18;100.00;0.00;0.00;27.70;105.10;51.20;0.18;0.00;0.00;0.53;0.00;30.20;0.35;0.53;0.00;0.00;0.70;0.70;0.18;0.00;1.58;0.00;0.00;0.00;5.26;1.75;1.05;62.50;7;29.39
31;Ruben Aguilar;FRA;DF;Monaco;Ligue 1;29;1993;13;7;615;6.80;0;0.29;0.29;100.00;0.00;0.00;12.10;0.00;0.00;0.00;47.90;58.70;81.70;753.80;310.60;25.00;28.10;89.00;18.80;22.20;84.80;2.79;5.15;54.30;0.00;0.15;4.26;1.03;0.29;6.47;58.70;48.50;10.10;0.59;0.00;0.15;1.76;9.56;0.00;0.00;0.00;0.00;47.90;0.00;1.47;1.18;0.88;0.15;0.00;0.15;0.00;0.00;0.29;0.29;0.00;0.00;0.00;0.00;0.00;1.91;0.74;0.88;0.44;0.59;0.74;1.91;38.50;1.18;0.44;0.00;0.44;1.91;3.82;2.79;0.00;69.30;3.38;17.60;33.10;18.70;2.06;69.30;0.74;0.44;60.00;0.15;20.00;42.90;223.70;96.90;1.47;0.88;0.15;1.03;0.44;39.70;3.24;0.29;0.00;0.00;1.47;1.03;0.00;1.76;0.74;0.00;0.00;0.00;5.29;0.74;1.32;35.70;4;21.54
32;Naouirou Ahamada;FRA;MFFW;Crystal Palace;Premier League;20;2002;2;0;16;0.20;0;5.00;0.00;0.00;0.00;0.00;17.30;0.00;0.00;0.00;50.00;70.00;71.40;760.00;225.00;25.00;30.00;83.30;25.00;35.00;71.40;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;5.00;70.00;70.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;0.00;85.00;0.00;10.00;60.00;15.00;10.00;85.00;5.00;5.00;100.00;0.00;0.00;40.00;165.00;60.00;5.00;0.00;5.00;5.00;0.00;55.00;20.00;0.00;0.00;0.00;0.00;0.00;5.00;5.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;0.00;1;34.72
33;Naouirou Ahamada;FRA;MF;Stuttgart;Bundesliga;20;2002;17;17;1398;15.50;2;1.03;0.32;31.30;0.13;0.40;22.10;0.00;0.00;0.00;29.00;34.10;84.90;449.40;106.50;14.40;15.60;92.10;12.10;13.20;91.70;1.35;2.58;52.50;0.13;0.97;2.45;0.45;0.13;3.61;34.10;33.20;0.84;0.26;0.13;0.06;0.39;0.32;0.00;0.00;0.00;0.00;29.00;0.13;0.84;2.45;2.00;0.00;0.19;0.13;0.06;0.06;0.45;0.45;0.00;0.00;0.00;0.00;0.00;1.10;0.71;0.45;0.45;0.19;0.52;1.29;40.00;0.77;1.03;0.32;0.71;0.52;1.61;0.45;0.00;43.50;1.16;8.97;25.00;10.30;1.42;43.50;2.71;1.16;42.90;1.29;47.60;26.30;192.40;97.50;2.77;1.74;0.39;2.19;0.71;29.20;3.48;0.26;0.06;0.06;1.03;1.10;0.06;0.39;0.71;0.00;0.06;0.00;5.68;0.45;1.03;30.40;1;34.72
34;Amar Ahmed;SWE;FW;Troyes;Ligue 1;18;2004;1;0;20;0.20;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;50.00;60.00;395.00;90.00;15.00;25.00;60.00;10.00;20.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;50.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;5.00;0.00;5.00;0.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;5.00;10.00;0.00;0.00;90.00;0.00;15.00;40.00;35.00;0.00;90.00;5.00;5.00;100.00;0.00;0.00;60.00;370.00;105.00;0.00;5.00;0.00;20.00;10.00;60.00;10.00;0.00;0.00;0.00;5.00;5.00;0.00;0.00;5.00;0.00;0.00;0.00;10.00;0.00;15.00;0.00;4;17.79
35;Jean-Eudes Aholou;CIV;MF;Strasbourg;Ligue 1;28;1994;19;10;834;9.30;1;0.97;0.32;33.30;0.11;0.33;22.80;0.00;0.00;0.00;26.10;36.30;71.90;419.10;107.30;12.70;16.00;79.20;9.46;13.40;70.40;2.26;4.09;55.30;0.00;0.65;2.15;0.65;0.00;2.26;36.30;35.20;1.18;0.86;0.32;0.43;0.43;0.11;0.00;0.00;0.00;0.00;26.10;0.00;0.75;1.40;0.97;0.00;0.00;0.00;0.11;0.32;0.11;0.11;0.00;0.00;0.00;0.00;0.00;2.04;1.40;0.54;1.29;0.22;0.86;1.94;44.40;1.08;1.29;0.00;1.29;1.83;3.87;0.75;0.00;49.70;1.40;9.25;27.10;14.20;2.37;49.70;2.69;1.08;40.00;1.18;44.00;35.30;192.20;76.70;1.51;1.18;0.75;2.69;1.29;31.60;3.12;0.32;0.11;0.00;2.58;1.72;0.11;0.43;1.40;0.00;0.00;0.00;5.27;1.51;1.40;51.90;8;27.09
36;Joseph Aidoo;GHA;DF;Celta Vigo;La Liga;27;1995;20;20;1800;20.00;2;0.45;0.10;22.20;0.22;1.00;15.60;0.00;0.00;0.00;43.40;50.80;85.40;883.90;275.70;11.60;13.30;86.90;26.70;28.90;92.20;4.85;7.45;65.10;0.00;0.05;2.30;0.20;0.00;2.85;50.80;49.40;1.25;1.15;0.00;0.15;0.00;0.10;0.00;0.00;0.00;0.00;43.40;0.15;0.45;0.30;0.25;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.70;1.05;1.05;0.60;0.05;0.50;0.75;66.70;0.25;0.90;0.45;0.45;0.80;2.50;4.20;0.00;60.30;8.70;31.60;27.80;1.35;0.45;60.30;0.25;0.15;60.00;0.05;20.00;38.20;185.30;99.10;0.50;0.20;0.00;0.45;0.30;38.40;0.10;0.15;0.00;0.00;0.60;0.35;0.00;0.00;1.05;0.00;0.05;0.00;6.50;1.75;1.85;48.60;3;25.98
